project_id,project_type,state,region,capacity_mw,sanctioned_budget_cr,planned_duration_months,contractor_count,land_acquisition_status,project_complexity,actual_cost_cr,actual_duration_months,cost_overrun_pct,delay_months,risk_level
P00243,Transmission,Andhra Pradesh,South,1736,2717.67,39,10,Partial,Low,3212.77,48.4,18.22,9.4,High
P00244,Transmission,Maharashtra,West,1776,1777.18,47,9,Complete,High,2213.45,56.8,24.55,9.8,High
P00245,Hydro,Maharashtra,West,3796,19822.05,113,1,Partial,Low,22673.79,117.2,14.39,4.2,Medium
P00246,Wind,Andhra Pradesh,South,926,2735.28,34,10,Partial,Medium,3268.74,48.1,19.5,14.1,High
P00247,Transmission,Maharashtra,West,2735,5847.88,30,7,Pending,High,8335.17,47.4,42.53,17.4,High
P00248,Transmission,Punjab,North,2700,3897.56,59,7,Complete,Medium,4256.89,62.0,9.22,3.0,Medium
P00249,Hydro,Punjab,North,2082,9704.11,59,8,Partial,Low,11111.66,66.3,14.5,7.3,Medium
P00250,Solar,Haryana,North,749,1906.22,21,8,Complete,Medium,2178.08,26.8,14.26,5.8,Medium
P00251,Thermal,Haryana,North,2488,13774.25,93,2,Pending,High,18425.04,110.2,33.76,17.2,High
P00252,Transmission,Uttar Pradesh,North,2808,3438.12,27,7,Partial,Medium,3949.93,38.1,14.89,11.1,High
P00253,Thermal,Tamil Nadu,South,652,1968.89,72,6,Partial,Medium,2249.45,78.2,14.25,6.2,Medium
P00254,Solar,Madhya Pradesh,Central,1451,4292.0,28,2,Partial,Low,5000.69,35.8,16.51,7.8,Medium
P00255,Solar,Madhya Pradesh,Central,241,600.7,14,10,Complete,Medium,654.1,22.8,8.89,8.8,Medium
P00256,Wind,Madhya Pradesh,Central,949,2093.65,30,6,Partial,High,2515.14,48.4,20.13,18.4,High
P00257,Hydro,Maharashtra,West,2863,11834.6,78,10,Partial,Medium,15281.56,90.8,29.13,12.8,High
P00258,Hydro,Maharashtra,West,1333,5648.65,107,1,Partial,Low,6368.67,111.7,12.75,4.7,Medium
P00259,Solar,Karnataka,South,167,333.04,44,2,Complete,Medium,354.79,47.9,6.53,3.9,Medium
P00260,Transmission,Tamil Nadu,South,2538,4945.1,25,7,Complete,Medium,5186.84,27.9,4.89,2.9,Low
P00261,Solar,Punjab,North,267,640.86,21,1,Complete,Medium,697.54,24.9,8.84,3.9,Medium
P00262,Solar,Rajasthan,North,1277,2104.6,14,10,Partial,Medium,2745.08,20.8,30.43,6.8,High
P00263,Solar,Uttar Pradesh,North,197,531.52,31,3,Partial,Low,571.83,39.0,7.58,8.0,Medium
P00264,Solar,Uttar Pradesh,North,794,2025.9,13,4,Pending,Low,2542.6,31.5,25.5,18.5,High
P00265,Hydro,Punjab,North,1913,11719.08,65,9,Complete,Medium,13055.28,75.3,11.4,10.3,High
P00266,Wind,Uttar Pradesh,North,225,539.32,21,2,Partial,Medium,672.04,30.9,24.61,9.9,High
P00267,Hydro,Andhra Pradesh,South,3062,18210.54,52,9,Partial,Medium,23056.22,57.8,26.61,5.8,High
P00268,Hydro,Gujarat,West,2443,11663.63,85,3,Complete,Medium,12554.64,89.4,7.64,4.4,Medium
P00269,Hydro,Tamil Nadu,South,3614,15961.32,81,3,Partial,Medium,18671.23,89.0,16.98,8.0,Medium
P00270,Solar,Madhya Pradesh,Central,1442,4658.22,44,6,Pending,Low,6121.43,58.5,31.41,14.5,High
P00271,Wind,Punjab,North,469,1014.47,22,5,Partial,Medium,1211.68,29.0,19.44,7.0,Medium
P00272,Hydro,Uttar Pradesh,North,2235,17065.46,114,1,Partial,Medium,19322.07,119.0,13.22,5.0,Medium
P00273,Transmission,Gujarat,West,2602,5414.37,58,4,Complete,High,6047.28,67.8,11.69,9.8,High
P00274,Solar,Karnataka,South,110,242.83,35,9,Partial,Low,290.28,43.0,19.54,8.0,Medium
P00275,Solar,Karnataka,South,878,2006.64,46,7,Complete,High,2433.38,57.4,21.27,11.4,High
P00276,Solar,Uttar Pradesh,North,506,921.29,34,4,Complete,Low,928.9,34.0,0.83,0.0,Low
P00277,Wind,Karnataka,South,695,1821.58,33,6,Complete,Low,1836.68,34.8,0.83,1.8,Low
P00278,Wind,Andhra Pradesh,South,164,262.44,20,10,Partial,Low,307.87,28.2,17.31,8.2,Medium
P00279,Transmission,Haryana,North,118,238.18,51,10,Complete,Medium,264.71,59.4,11.14,8.4,Medium
P00280,Transmission,Madhya Pradesh,Central,2787,6885.71,28,7,Complete,Medium,7653.58,32.9,11.15,4.9,Medium
P00281,Solar,Haryana,North,300,734.55,26,5,Complete,Medium,814.57,30.7,10.89,4.7,Medium
P00282,Transmission,Haryana,North,1721,3898.05,55,3,Complete,Medium,4193.35,59.1,7.58,4.1,Medium
P00283,Hydro,Karnataka,South,3089,15256.97,53,3,Complete,Low,15289.0,54.0,0.21,1.0,Low
P00284,Solar,Punjab,North,341,1089.79,29,2,Partial,High,1227.5,45.1,12.64,16.1,High
P00285,Hydro,Madhya Pradesh,Central,2721,13257.81,95,4,Complete,Medium,14822.67,99.3,11.8,4.3,Medium
P00286,Solar,Gujarat,West,366,624.89,36,4,Partial,Medium,753.88,45.6,20.64,9.6,High
P00287,Thermal,Madhya Pradesh,Central,3663,12014.28,63,6,Partial,High,15500.46,80.2,29.02,17.2,High
P00288,Wind,Andhra Pradesh,South,494,1229.82,33,8,Partial,Low,1532.99,44.9,24.65,11.9,High
P00289,Wind,Gujarat,West,227,428.81,34,2,Pending,Medium,555.77,52.6,29.61,18.6,High
P00290,Thermal,Karnataka,South,1422,6941.08,57,10,Partial,High,9142.12,68.5,31.71,11.5,High
P00291,Transmission,Karnataka,South,707,965.12,16,8,Pending,Medium,1258.19,39.0,30.37,23.0,High
P00292,Solar,Uttar Pradesh,North,942,1539.71,38,4,Pending,High,1966.03,56.7,27.69,18.7,High
P00293,Transmission,Rajasthan,North,2950,3049.23,32,3,Complete,Low,3061.46,32.6,0.4,0.6,Low
P00294,Wind,Rajasthan,North,405,514.39,26,10,Partial,Medium,666.52,40.4,29.57,14.4,High
P00295,Thermal,Maharashtra,West,3402,21135.7,81,2,Complete,Medium,23030.26,85.9,8.96,4.9,Medium
P00296,Solar,Andhra Pradesh,South,1087,1746.48,22,2,Complete,High,2008.89,27.3,15.02,5.3,Medium
P00297,Hydro,Haryana,North,1100,3683.9,57,3,Partial,High,4394.39,74.4,19.29,17.4,High
P00298,Wind,Tamil Nadu,South,483,1256.95,34,8,Partial,High,1692.59,47.3,34.66,13.3,High
P00299,Thermal,Punjab,North,4382,11866.27,43,8,Complete,High,14768.09,57.7,24.45,14.7,High
P00300,Hydro,Karnataka,South,3386,15008.78,108,3,Complete,Low,15527.49,109.2,3.46,1.2,Low
P00301,Solar,Punjab,North,1280,4089.31,41,4,Complete,Medium,4475.31,44.3,9.44,3.3,Medium
P00302,Hydro,Gujarat,West,2069,10512.78,93,2,Complete,Low,11008.13,93.1,4.71,0.1,Low
P00303,Transmission,Tamil Nadu,South,2140,5246.51,51,8,Complete,Low,5525.47,56.6,5.32,5.6,Medium
P00304,Thermal,Rajasthan,North,1136,4214.46,71,5,Complete,High,5212.65,76.6,23.68,5.6,Medium
P00305,Wind,Madhya Pradesh,Central,60,132.85,16,6,Partial,Medium,150.8,27.2,13.51,11.2,High
P00306,Wind,Haryana,North,488,635.65,35,2,Complete,Medium,697.67,39.9,9.76,4.9,Medium
P00307,Transmission,Rajasthan,North,2540,6123.0,37,5,Complete,Medium,6714.11,40.1,9.65,3.1,Medium
P00308,Hydro,Gujarat,West,3059,14197.33,103,9,Partial,High,18806.72,127.7,32.47,24.7,High
P00309,Solar,Uttar Pradesh,North,1264,3339.18,39,5,Complete,Low,3369.71,40.7,0.91,1.7,Low
P00310,Transmission,Uttar Pradesh,North,2859,5255.27,17,3,Pending,High,7513.97,31.7,42.98,14.7,High
P00311,Transmission,Andhra Pradesh,South,1719,2362.77,33,4,Complete,High,2840.45,38.6,20.22,5.6,Medium
P00312,Solar,Rajasthan,North,960,1823.05,35,10,Complete,High,2375.63,47.3,30.31,12.3,High
P00313,Thermal,Haryana,North,2224,6934.36,37,6,Complete,Medium,7626.9,42.0,9.99,5.0,Medium
P00314,Transmission,Karnataka,South,2753,3597.27,28,8,Complete,Medium,3963.7,37.7,10.19,9.7,High
P00315,Solar,Uttar Pradesh,North,1440,2622.76,46,2,Complete,Medium,2882.5,49.1,9.9,3.1,Medium
P00316,Hydro,Rajasthan,North,2254,15794.29,97,3,Partial,Low,18264.17,102.9,15.64,5.9,Medium
P00317,Wind,Uttar Pradesh,North,982,2503.09,30,6,Complete,Low,2555.48,30.6,2.09,0.6,Low
P00318,Transmission,Maharashtra,West,1573,3148.83,30,7,Complete,Medium,3483.65,34.5,10.63,4.5,Medium
P00319,Hydro,Tamil Nadu,South,3751,17825.0,84,4,Pending,Low,22465.57,103.3,26.03,19.3,High
P00320,Wind,Maharashtra,West,799,1072.33,12,10,Complete,High,1262.77,25.2,17.76,13.2,High
P00321,Thermal,Punjab,North,1898,12094.64,60,2,Complete,Low,12130.98,61.8,0.3,1.8,Low
P00322,Thermal,Punjab,North,3581,11490.61,59,5,Complete,High,14006.53,65.2,21.9,6.2,Medium
P00323,Wind,Madhya Pradesh,Central,400,736.87,23,7,Complete,Low,740.81,23.9,0.54,0.9,Low
P00324,Wind,Maharashtra,West,427,976.48,31,1,Partial,Low,1115.63,38.9,14.25,7.9,Medium
P00325,Thermal,Haryana,North,1483,4399.07,40,6,Pending,Medium,6076.4,60.1,38.13,20.1,High
P00326,Hydro,Punjab,North,3413,19805.29,87,1,Complete,Low,20577.68,87.2,3.9,0.2,Low
P00327,Transmission,Madhya Pradesh,Central,2696,3176.06,56,6,Complete,Low,3270.52,57.5,2.97,1.5,Low
P00328,Thermal,Maharashtra,West,2511,8517.94,74,10,Partial,Medium,10146.67,86.3,19.12,12.3,High
P00329,Thermal,Haryana,North,2111,9698.66,57,8,Pending,Medium,13614.78,78.8,40.38,21.8,High
P00330,Solar,Rajasthan,North,651,1179.66,28,6,Partial,Low,1336.75,35.8,13.32,7.8,Medium
P00331,Transmission,Punjab,North,2822,2892.93,16,6,Complete,Medium,3111.85,19.6,7.57,3.6,Medium
P00332,Hydro,Gujarat,West,2293,10686.64,49,7,Complete,Low,11014.08,50.9,3.06,1.9,Low
P00333,Thermal,Maharashtra,West,2966,11622.76,71,3,Complete,High,13328.43,77.5,14.68,6.5,Medium
P00334,Solar,Maharashtra,West,849,2547.05,17,10,Partial,Low,3079.54,21.5,20.91,4.5,Medium
P00335,Wind,Gujarat,West,336,461.1,19,8,Pending,Low,542.28,34.8,17.61,15.8,High
P00336,Hydro,Andhra Pradesh,South,3401,19237.65,104,5,Complete,Medium,21409.0,106.9,11.29,2.9,Medium
P00337,Wind,Tamil Nadu,South,142,404.29,21,2,Complete,Medium,426.32,26.5,5.45,5.5,Medium
P00338,Hydro,Andhra Pradesh,South,3822,25088.49,39,4,Complete,Low,26163.77,40.6,4.29,1.6,Low
P00339,Hydro,Uttar Pradesh,North,1316,6581.4,46,10,Complete,Medium,7262.5,55.3,10.35,9.3,High
P00340,Transmission,Tamil Nadu,South,1379,3275.69,36,2,Complete,Medium,3511.77,40.0,7.21,4.0,Medium
P00341,Solar,Haryana,North,1407,2559.68,45,10,Complete,Low,2745.47,49.1,7.26,4.1,Medium
P00342,Wind,Haryana,North,859,2464.0,22,1,Complete,High,2966.16,29.7,20.38,7.7,Medium
P00343,Wind,Tamil Nadu,South,807,1758.9,26,8,Pending,Medium,2323.66,48.8,32.11,22.8,High
P00344,Transmission,Andhra Pradesh,South,819,1056.41,40,5,Complete,Low,1096.16,40.1,3.76,0.1,Low
P00345,Thermal,Karnataka,South,4790,21255.94,82,4,Complete,Medium,22913.19,85.0,7.8,3.0,Medium
P00346,Thermal,Gujarat,West,3465,10402.84,53,5,Partial,Medium,11846.44,64.5,13.88,11.5,High
P00347,Thermal,Haryana,North,3906,22671.43,44,4,Complete,Low,23415.49,45.1,3.28,1.1,Low
P00348,Wind,Tamil Nadu,South,349,469.83,21,9,Complete,High,604.7,33.2,28.71,12.2,High
P00349,Transmission,Gujarat,West,286,462.4,13,2,Complete,Medium,517.54,16.5,11.93,3.5,Medium
P00350,Solar,Madhya Pradesh,Central,390,1193.02,37,2,Complete,Medium,1297.07,40.7,8.72,3.7,Medium
P00351,Wind,Andhra Pradesh,South,841,1783.72,30,10,Complete,Low,1927.01,35.7,8.03,5.7,Medium
P00352,Wind,Rajasthan,North,705,852.86,33,4,Complete,Medium,898.04,37.3,5.3,4.3,Medium
P00353,Solar,Uttar Pradesh,North,603,1207.3,27,6,Complete,Medium,1261.44,31.8,4.48,4.8,Medium
P00354,Thermal,Punjab,North,2381,6082.81,67,9,Complete,Low,6663.23,69.7,9.54,2.7,Low
P00355,Hydro,Gujarat,West,1794,12607.57,101,5,Partial,Medium,14259.79,110.5,13.1,9.5,High
P00356,Thermal,Uttar Pradesh,North,4631,29943.19,57,4,Partial,Medium,36465.2,63.0,21.78,6.0,Medium
P00357,Transmission,Tamil Nadu,South,2808,5477.19,25,7,Complete,Medium,5882.53,28.4,7.4,3.4,Medium
P00358,Thermal,Rajasthan,North,1180,5124.36,79,2,Complete,High,5775.47,90.6,12.71,11.6,High
P00359,Transmission,Maharashtra,West,884,1619.08,57,6,Complete,High,1990.72,66.6,22.95,9.6,High
P00360,Solar,Uttar Pradesh,North,886,2017.82,36,8,Complete,Medium,2313.93,44.1,14.67,8.1,Medium
P00361,Hydro,Tamil Nadu,South,1681,8941.36,93,5,Complete,Medium,9651.19,95.8,7.94,2.8,Low
P00362,Hydro,Maharashtra,West,2856,16828.87,111,4,Partial,Medium,20295.62,118.8,20.6,7.8,Medium
P00363,Thermal,Tamil Nadu,South,2658,13206.07,57,3,Complete,Medium,14144.78,59.4,7.11,2.4,Low
P00364,Solar,Tamil Nadu,South,489,789.27,23,7,Complete,Medium,864.97,26.2,9.59,3.2,Medium
P00365,Thermal,Uttar Pradesh,North,1743,10617.9,75,8,Partial,Medium,13045.53,87.6,22.86,12.6,High
P00366,Transmission,Punjab,North,819,888.88,36,6,Complete,High,1051.39,43.6,18.28,7.6,Medium
P00367,Thermal,Uttar Pradesh,North,2976,8873.81,63,9,Complete,Low,9316.78,68.3,4.99,5.3,Medium
P00368,Solar,Maharashtra,West,769,1329.05,40,8,Pending,Low,1699.35,55.1,27.86,15.1,High
P00369,Solar,Gujarat,West,1058,1907.43,21,9,Partial,Medium,2208.03,30.5,15.76,9.5,High
P00370,Solar,Madhya Pradesh,Central,527,1173.78,46,8,Complete,High,1424.5,59.8,21.36,13.8,High
P00371,Hydro,Tamil Nadu,South,520,1769.6,83,10,Complete,Medium,1996.8,89.9,12.84,6.9,Medium
P00372,Transmission,Rajasthan,North,2530,5851.13,34,10,Complete,Medium,6744.62,41.9,15.27,7.9,Medium
P00373,Solar,Andhra Pradesh,South,1302,3999.55,41,7,Pending,Low,4668.1,52.8,16.72,11.8,High
P00374,Thermal,Madhya Pradesh,Central,4456,13215.76,53,3,Complete,Medium,14661.23,56.4,10.94,3.4,Medium
P00375,Hydro,Tamil Nadu,South,990,5880.6,57,2,Partial,Medium,6984.33,68.8,18.77,11.8,High
P00376,Thermal,Maharashtra,West,2154,9506.34,93,6,Complete,Medium,10262.32,97.0,7.95,4.0,Medium
P00377,Transmission,Maharashtra,West,1462,3089.85,40,3,Complete,Medium,3320.74,44.5,7.47,4.5,Medium
P00378,Thermal,Tamil Nadu,South,2214,6084.44,80,8,Partial,Medium,7663.98,88.2,25.96,8.2,High
P00379,Transmission,Rajasthan,North,2413,5836.94,57,8,Complete,Low,6060.83,60.8,3.84,3.8,Medium
P00380,Solar,Tamil Nadu,South,938,1517.88,17,5,Pending,Low,1721.97,24.2,13.45,7.2,Medium
P00381,Solar,Maharashtra,West,1129,2621.06,20,8,Partial,Medium,2993.06,37.1,14.19,17.1,High
P00382,Transmission,Haryana,North,247,313.33,58,2,Partial,Medium,353.6,66.9,12.85,8.9,Medium
P00383,Hydro,Madhya Pradesh,Central,1432,9217.04,49,6,Partial,Medium,10899.17,56.0,18.25,7.0,Medium
P00384,Thermal,Rajasthan,North,3462,15882.05,87,1,Pending,High,22283.29,104.9,40.3,17.9,High
P00385,Thermal,Maharashtra,West,1184,3589.93,79,7,Pending,High,4801.17,98.6,33.74,19.6,High
P00386,Transmission,Gujarat,West,1978,2701.36,32,9,Complete,Medium,3080.76,35.1,14.04,3.1,Medium
P00387,Hydro,Uttar Pradesh,North,1470,9517.91,92,5,Partial,Medium,11045.6,99.3,16.05,7.3,Medium
P00388,Solar,Andhra Pradesh,South,346,862.4,17,2,Pending,Low,1076.9,29.8,24.87,12.8,High
P00389,Transmission,Punjab,North,1872,2584.14,12,4,Complete,Medium,2718.23,16.1,5.19,4.1,Medium
P00390,Hydro,Haryana,North,627,2808.17,108,1,Complete,Low,2833.61,109.6,0.91,1.6,Low
P00391,Wind,Gujarat,West,394,866.5,17,5,Complete,Medium,903.47,19.7,4.27,2.7,Low
P00392,Thermal,Gujarat,West,3147,12906.64,44,4,Partial,Medium,15052.44,51.2,16.63,7.2,Medium
P00393,Thermal,Gujarat,West,1122,5852.65,48,4,Pending,Medium,7017.76,60.3,19.91,12.3,High
P00394,Hydro,Karnataka,South,3680,11492.97,71,8,Complete,Medium,13742.52,78.2,19.57,7.2,Medium
P00395,Transmission,Madhya Pradesh,Central,278,647.58,42,9,Complete,Medium,745.72,49.3,15.15,7.3,Medium
P00396,Hydro,Andhra Pradesh,South,3270,16799.08,119,5,Complete,Medium,18187.14,123.1,8.26,4.1,Medium
P00397,Thermal,Haryana,North,2015,12267.28,90,1,Partial,Medium,14870.68,96.4,21.22,6.4,Medium
P00398,Thermal,Maharashtra,West,2077,9728.03,80,7,Pending,Medium,13063.97,98.1,34.29,18.1,High
P00399,Hydro,Andhra Pradesh,South,3554,12793.56,63,3,Complete,Low,13078.48,63.2,2.23,0.2,Low
P00400,Hydro,Punjab,North,2326,17977.07,94,7,Complete,Medium,19410.11,99.0,7.97,5.0,Medium
P00401,Transmission,Punjab,North,1642,3409.12,38,6,Complete,Low,3548.99,39.4,4.1,1.4,Low
P00402,Solar,Gujarat,West,624,1835.04,28,3,Partial,High,2372.14,46.0,29.27,18.0,High
P00403,Solar,Punjab,North,712,1939.5,25,2,Complete,High,2181.05,31.5,12.45,6.5,Medium
P00404,Transmission,Haryana,North,1083,2671.09,43,4,Partial,High,3255.97,59.8,21.9,16.8,High
P00405,Transmission,Haryana,North,649,710.46,38,6,Complete,Medium,779.27,41.3,9.69,3.3,Medium
P00406,Hydro,Karnataka,South,3955,28737.87,78,1,Complete,Low,30075.37,79.3,4.65,1.3,Low
P00407,Solar,Madhya Pradesh,Central,374,755.18,27,3,Complete,Low,770.99,27.4,2.09,0.4,Low
P00408,Solar,Tamil Nadu,South,1415,4510.68,33,2,Complete,Low,4525.93,34.4,0.34,1.4,Low
P00409,Solar,Rajasthan,North,562,976.91,15,2,Complete,Medium,1077.55,19.2,10.3,4.2,Medium
P00410,Wind,Madhya Pradesh,Central,931,1435.39,35,1,Complete,High,1677.11,43.5,16.84,8.5,Medium
P00411,Wind,Madhya Pradesh,Central,231,281.32,13,10,Complete,High,337.27,27.2,19.89,14.2,High
P00412,Wind,Karnataka,South,523,952.93,26,10,Complete,High,1054.18,35.6,10.62,9.6,High
P00413,Hydro,Uttar Pradesh,North,3868,17238.92,97,6,Pending,High,25189.59,120.1,46.12,23.1,High
P00414,Solar,Punjab,North,1351,3966.35,30,9,Complete,High,4908.9,37.6,23.76,7.6,Medium
P00415,Transmission,Uttar Pradesh,North,1803,2377.13,39,1,Partial,Medium,2862.03,49.9,20.4,10.9,High
P00416,Transmission,Tamil Nadu,South,1329,2414.57,18,3,Partial,Low,2747.38,24.1,13.78,6.1,Medium
P00417,Solar,Uttar Pradesh,North,800,2075.27,17,3,Complete,Medium,2240.82,21.4,7.98,4.4,Medium
P00418,Wind,Rajasthan,North,597,908.86,16,2,Partial,Low,1069.35,20.8,17.66,4.8,Medium
P00419,Hydro,Madhya Pradesh,Central,2560,9549.07,76,9,Pending,High,12324.14,98.1,29.06,22.1,High
P00420,Wind,Tamil Nadu,South,966,1823.64,28,1,Complete,Low,1850.99,29.3,1.5,1.3,Low
P00421,Solar,Rajasthan,North,236,732.04,13,4,Partial,Medium,834.44,22.5,13.99,9.5,High
P00422,Hydro,Karnataka,South,3337,13383.86,75,8,Partial,Low,15584.55,84.2,16.44,9.2,High
P00423,Wind,Punjab,North,764,1247.15,29,7,Complete,Low,1301.81,30.5,4.38,1.5,Low
P00424,Thermal,Karnataka,South,1056,4024.79,44,1,Complete,Low,4125.81,45.2,2.51,1.2,Low
P00425,Hydro,Haryana,North,3376,14467.22,50,5,Pending,Low,17023.86,64.9,17.67,14.9,High
P00426,Transmission,Maharashtra,West,2597,6170.03,30,1,Complete,Medium,6697.1,34.9,8.54,4.9,Medium
P00427,Thermal,Tamil Nadu,South,4201,20974.93,81,4,Partial,High,25746.58,96.9,22.75,15.9,High
P00428,Thermal,Uttar Pradesh,North,4743,15394.26,76,10,Complete,Low,16544.41,82.8,7.47,6.8,Medium
P00429,Transmission,Andhra Pradesh,South,2606,5002.81,55,1,Pending,Medium,6328.6,64.0,26.5,9.0,High
P00430,Wind,Andhra Pradesh,South,506,933.23,24,7,Complete,Low,967.67,25.7,3.69,1.7,Low
P00431,Hydro,Madhya Pradesh,Central,3439,22368.39,113,3,Complete,Medium,23249.51,116.8,3.94,3.8,Medium
P00432,Hydro,Uttar Pradesh,North,1857,8596.28,106,3,Complete,High,10156.84,112.2,18.15,6.2,Medium
P00433,Hydro,Andhra Pradesh,South,2728,17822.08,72,9,Partial,Low,21055.52,81.8,18.14,9.8,High
P00434,Hydro,Madhya Pradesh,Central,3697,15991.03,45,6,Partial,Low,17026.8,50.3,6.48,5.3,Medium
P00435,Hydro,Rajasthan,North,2927,9619.74,77,2,Complete,Medium,10818.56,81.7,12.46,4.7,Medium
P00436,Wind,Uttar Pradesh,North,441,789.87,22,9,Partial,Medium,967.92,30.6,22.54,8.6,Medium
P00437,Wind,Karnataka,South,903,1990.85,29,7,Pending,Medium,2642.81,50.4,32.75,21.4,High
P00438,Wind,Uttar Pradesh,North,706,1639.57,17,8,Complete,Medium,1834.62,24.6,11.9,7.6,Medium
P00439,Thermal,Haryana,North,1255,7341.61,83,10,Complete,Medium,8224.03,85.7,12.02,2.7,Medium
P00440,Transmission,Madhya Pradesh,Central,1355,3273.23,13,2,Complete,Medium,3529.02,17.7,7.81,4.7,Medium
P00441,Transmission,Karnataka,South,442,950.25,22,2,Pending,High,1240.48,44.3,30.54,22.3,High
P00442,Hydro,Uttar Pradesh,North,1843,8459.74,59,2,Complete,Medium,9330.76,62.0,10.3,3.0,Medium
P00443,Transmission,Maharashtra,West,2237,3966.11,23,2,Complete,High,4286.6,33.4,8.08,10.4,High
P00444,Wind,Andhra Pradesh,South,137,249.69,34,8,Partial,High,313.5,50.6,25.56,16.6,High
P00445,Thermal,Maharashtra,West,754,3771.44,71,5,Complete,Low,3902.65,72.9,3.48,1.9,Low
P00446,Transmission,Karnataka,South,2643,3644.16,38,7,Complete,Low,3681.25,39.5,1.02,1.5,Low
P00447,Thermal,Punjab,North,4952,18358.24,68,9,Partial,High,24225.74,91.6,31.96,23.6,High
P00448,Wind,Uttar Pradesh,North,885,2063.2,18,8,Partial,High,2619.4,32.9,26.96,14.9,High
P00449,Wind,Punjab,North,853,2523.1,23,2,Partial,Medium,3114.91,29.9,23.46,6.9,Medium
P00450,Thermal,Haryana,North,933,5103.02,77,4,Complete,Medium,5401.04,78.9,5.84,1.9,Low
P00451,Hydro,Andhra Pradesh,South,3929,14767.99,84,6,Partial,Low,16093.52,92.8,8.98,8.8,Medium
P00452,Hydro,Gujarat,West,3899,20798.79,115,9,Partial,High,28183.63,130.9,35.51,15.9,High
P00453,Solar,Madhya Pradesh,Central,757,2464.41,42,10,Partial,Medium,2961.86,53.2,20.19,11.2,High
P00454,Thermal,Tamil Nadu,South,518,2272.21,42,9,Complete,Medium,2637.43,50.6,16.07,8.6,Medium
P00455,Wind,Andhra Pradesh,South,407,746.19,30,5,Complete,Medium,780.56,31.4,4.61,1.4,Low
P00456,Transmission,Andhra Pradesh,South,2844,3649.4,51,6,Complete,Low,3751.94,51.2,2.81,0.2,Low
P00457,Solar,Rajasthan,North,1451,2904.53,42,6,Pending,Medium,3393.49,63.7,16.83,21.7,High
P00458,Solar,Karnataka,South,681,1664.7,17,9,Complete,Medium,1899.8,21.6,14.12,4.6,Medium
P00459,Transmission,Madhya Pradesh,Central,2103,3101.26,56,2,Complete,High,3668.37,67.9,18.29,11.9,High
P00460,Solar,Gujarat,West,324,1100.54,18,6,Complete,High,1227.68,25.1,11.55,7.1,Medium
P00461,Thermal,Maharashtra,West,2052,6879.47,53,5,Pending,Low,7947.66,60.7,15.53,7.7,Medium
P00462,Thermal,Tamil Nadu,South,3275,8961.06,39,3,Complete,Low,9001.64,40.3,0.45,1.3,Low
P00463,Wind,Rajasthan,North,847,2193.62,14,7,Complete,Medium,2359.89,18.9,7.58,4.9,Medium
P00464,Hydro,Maharashtra,West,1488,10490.24,100,5,Complete,Medium,11281.81,102.6,7.55,2.6,Low
P00465,Wind,Gujarat,West,728,2016.95,29,8,Partial,Medium,2591.95,41.1,28.51,12.1,High
P00466,Transmission,Tamil Nadu,South,2314,5669.15,36,2,Partial,Medium,6338.98,41.8,11.82,5.8,Medium
P00467,Solar,Andhra Pradesh,South,182,531.86,23,7,Complete,Medium,569.57,28.0,7.09,5.0,Medium
P00468,Hydro,Madhya Pradesh,Central,2122,13547.61,105,2,Partial,Medium,15127.27,115.4,11.66,10.4,High
P00469,Wind,Maharashtra,West,628,831.52,27,1,Partial,Medium,940.21,34.0,13.07,7.0,Medium
P00470,Hydro,Maharashtra,West,376,1862.92,39,8,Pending,High,2589.49,63.6,39.0,24.6,High
P00471,Hydro,Uttar Pradesh,North,1908,7468.53,116,9,Pending,Medium,10505.82,137.2,40.67,21.2,High
P00472,Transmission,Tamil Nadu,South,1136,1519.67,56,8,Complete,Medium,1691.59,63.5,11.31,7.5,Medium
P00473,Transmission,Punjab,North,2029,3951.65,45,3,Complete,Low,4048.86,45.6,2.46,0.6,Low
P00474,Solar,Tamil Nadu,South,490,786.67,27,9,Partial,Low,902.55,38.6,14.73,11.6,High
P00475,Thermal,Haryana,North,3906,19825.42,64,8,Partial,Medium,22875.38,76.9,15.38,12.9,High
P00476,Wind,Gujarat,West,136,203.19,33,6,Complete,High,221.97,42.8,9.24,9.8,High
P00477,Transmission,Madhya Pradesh,Central,2807,5443.0,38,10,Partial,Low,6375.31,50.0,17.13,12.0,High
P00478,Wind,Maharashtra,West,954,2745.83,33,10,Complete,High,3510.58,41.4,27.85,8.4,High
P00479,Transmission,Madhya Pradesh,Central,2882,4385.46,13,4,Partial,Medium,5363.32,23.5,22.3,10.5,High
P00480,Hydro,Maharashtra,West,309,1026.25,99,10,Complete,Medium,1177.65,104.1,14.75,5.1,Medium
P00481,Solar,Maharashtra,West,1019,2877.27,37,5,Partial,Medium,3187.79,46.4,10.79,9.4,High
P00482,Thermal,Punjab,North,707,3066.41,56,2,Partial,High,3779.64,72.1,23.26,16.1,High
P00483,Transmission,Punjab,North,470,914.89,32,8,Complete,High,1129.35,40.4,23.44,8.4,Medium
P00484,Thermal,Tamil Nadu,South,3433,14091.06,42,7,Complete,Low,14461.26,42.2,2.63,0.2,Low
P00485,Transmission,Rajasthan,North,1196,1705.6,38,8,Pending,Medium,2342.65,61.5,37.35,23.5,High
